model_type,noise_type,noise_level,noise_fraction,mse,mae,rel_l2,rel_l2_std,avg_ortho_score,std_ortho_score,seed
fourier,partial_random,0.0,1.0,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,partial_random,0.0,0.5,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,partial_random,0.0,0.25,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,partial_random,0.1,1.0,2.310659e-06,0.0011883529,0.0027767068,0.0008001854,,,0
fourier,partial_random,0.1,0.5,1.3081527e-06,0.0008657535,0.0020382747,0.00073233637,,,0
fourier,partial_random,0.1,0.25,7.957517e-07,0.00064619124,0.0015366017,0.00067956146,,,0
fourier,partial_random,0.2,1.0,8.442639e-06,0.002313467,0.005371013,0.0013570747,,,0
fourier,partial_random,0.2,0.5,4.387272e-06,0.0016497128,0.0038431603,0.0010637114,,,0
fourier,partial_random,0.2,0.25,2.335113e-06,0.0011856913,0.002773506,0.0008564343,,,0
fourier,partial_random,0.5,1.0,5.1527644e-05,0.0057311426,0.013276693,0.003365423,,,0
fourier,partial_random,0.5,0.5,2.603273e-05,0.0040582893,0.0094115045,0.0024702882,,,0
fourier,partial_random,0.5,0.25,1.3177574e-05,0.0028721904,0.006670846,0.0018356032,,,0
fourier,partial_random,1.0,1.0,0.00020541492,0.011441347,0.026500173,0.006762163,,,0
fourier,partial_random,1.0,0.5,0.00010339025,0.008092239,0.018752867,0.0049513965,,,0
fourier,partial_random,1.0,0.25,5.2008458e-05,0.0057127643,0.013249535,0.003682222,,,0
fourier,harmonic_spatial,0.0,1.0,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,harmonic_spatial,0.0,0.5,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,harmonic_spatial,0.0,0.25,2.948141e-07,0.00027233097,0.0007126851,0.00069865107,,,0
fourier,harmonic_spatial,0.1,1.0,0.000101343,0.0084657315,0.017972266,0.006742025,,,0
fourier,harmonic_spatial,0.2,1.0,0.00040444784,0.016919255,0.035895485,0.01350211,,,0
